Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
2534;Simone Verdi;ITA;MF;Hellas Verona;Serie A;30;1992;10;5;496;5.5;1;2.18;0.55;25;0.08;0.33;22.4;0.36;0;0;23.1;37.5;61.7;421.6;158.4;12.2;15.6;77.9;6.18;9.27;66.7;3.64;8;45.5;0;1.64;3.64;0.91;0.36;3.82;37.5;30.2;6.73;1.27;0.55;1.27;7.27;0.73;3.45;1.82;1.27;0;23.1;0.55;2.73;3.64;2.18;0.91;0.18;0;0.18;0.18;0;0;0;0;0;0;0;1.82;1.09;0.91;0.55;0.36;0.73;0.91;80;0.18;0.73;0;0.73;0;1.82;0.18;0;51.3;0.18;5.09;24.4;23.1;1.45;51.3;4.55;1.64;36;2;44;28.9;200.2;100.4;3.64;2;0.18;3.09;3.27;31.1;4.73;0.18;0;0;1.09;1.64;0.18;7.27;1.09;0;0;0;7.27;0.55;0.91;37.5
2535;Gonzalo Verdú;ESP;DF;Elche;La Liga;34;1988;8;6;436;4.8;1;1.04;0.42;40;0.2;0.5;14.6;0.21;0;0;34.4;42.1;81.7;731.3;257.9;7.29;8.54;85.4;23.3;24.6;94.9;3.54;8.13;43.6;0;0;1.04;0;0;1.25;42.1;39.8;2.29;2.29;0;0;0;0;0;0;0;0;34.4;0;0;0.42;0.21;0;0;0;0;0.21;0;0;0;0;0;0;0;0.83;0.21;0.83;0;0;0.42;1.04;40;0.63;1.46;1.25;0.21;1.04;1.88;4.58;0;52.3;9.79;32.9;17.9;1.88;1.46;52.3;0;0;0;0;0;28.3;133.5;50.4;0;0;0;0.21;0;32.5;0;0.21;0.42;0;1.88;0.42;0;0;0.21;0;0;0;3.96;2.29;1.88;55
2536;Jordan Veretout;FRA;MF;Marseille;Ligue 1;29;1993;23;16;1513;16.8;3;0.95;0.42;43.8;0.19;0.43;18.4;0;0;0;58.9;69;85.3;1117.9;308.5;23;25.7;89.6;25.8;28.9;89.3;8.1;11.1;72.7;0.12;1.01;8.69;0.71;0.18;7.8;69;65.6;3.1;1.13;0.24;1.07;2.32;0.12;1.85;0.89;0.42;0;58.9;0.3;0.89;2.86;1.96;0.3;0.12;0.24;0;0.24;0.42;0.12;0.12;0.06;0.06;0;0.06;1.9;1.25;0.48;1.19;0.24;0.77;1.37;56.5;0.6;0.77;0.24;0.54;1.25;3.15;1.01;0.12;75.8;2.68;12.9;47.6;15.7;1.19;75.8;0.48;0.36;75;0.06;12.5;60.1;332.6;159.5;1.67;1.73;0.18;0.95;0.48;56.1;2.44;0.12;0;0;1.25;0.6;0.06;2.32;1.25;0;0;0.06;7.44;0.65;0.83;44
2537;Marco Verratti;ITA;MF;Paris S-G;Ligue 1;30;1992;17;16;1244;13.8;0;0.22;0.14;66.7;0;0;17.3;0;0;0;97.2;104.2;93.3;1523.6;521.1;49.1;51.7;95;36.7;38.4;95.5;6.59;7.75;85;0;0.87;9.93;1.96;0;10.9;104.2;98.8;5.14;4.13;0.51;0.07;0.29;1.01;0;0;0;0;97.2;0.29;0.58;2.39;2.32;0;0.07;0;0;0;0.36;0.36;0;0;0;0;0;3.91;2.32;1.88;1.81;0.22;2.03;3.84;52.8;1.81;2.1;0.43;1.67;1.16;5.07;0.29;0.14;114.1;3.26;21.7;72.8;20.7;0.87;114.1;2.39;1.38;57.6;0.65;27.3;96.4;474.7;238.8;1.88;3.12;0.29;0.87;1.52;91.5;1.81;0.51;0.07;0;1.38;1.88;0;0.29;2.32;0;0;0;7.61;0.22;0.43;33.3
2538;Valerio Verre;ITA;MF;Sampdoria;Serie A;29;1994;18;6;677;7.5;0;1.87;0.4;21.4;0;0;25.3;0;0;0;37.6;53.1;70.9;682.1;224.3;18.1;21.5;84.5;13.2;18;73.3;5.47;9.87;55.4;0;1.73;4;1.87;0.53;6;53.1;48.1;4.4;2.13;0.4;0.27;4.4;0.53;1.2;0.27;0.8;0;37.6;0.53;2;4;2.93;0.27;0;0.27;0.27;0.27;0;0;0;0;0;0;0;1.87;0.93;0.8;0.67;0.4;1.07;1.87;57.1;0.8;1.2;0.13;1.07;1.2;3.07;0.4;0;65.7;1.07;8.53;38;20.4;2.13;65.7;2.53;1.2;47.4;1.2;47.4;37.9;180.1;76.7;2.13;1.73;0.8;2.93;2.67;44;3.6;0.67;0;0;1.87;1.73;0.27;4.4;0.93;0;0;0;8.13;1.6;1.6;50
2539;Mikel Vesga;ESP;MF;Athletic Club;La Liga;29;1993;20;16;1485;16.5;2;0.73;0.06;8.3;0.08;1;24.6;0;0.06;0.06;44.5;54.1;82.4;805.7;253.3;20.1;23.5;85.8;17.8;20.3;87.8;5.52;7.39;74.6;0.12;0.97;7.15;0.79;0.18;7.39;54.1;53.5;0.24;0.24;0.12;0.85;0.36;0;0;0;0;0;44.5;0.36;0.61;2.12;1.94;0;0;0.06;0.06;0.06;0.24;0.12;0;0;0;0.06;0.06;1.82;0.97;0.55;1.03;0.24;0.85;2.55;33.3;1.7;1.15;0.24;0.91;1.27;3.09;1.45;0.06;63.9;2.24;11.5;40.2;12.7;0.85;63.8;0.36;0.12;33.3;0.24;66.7;35.9;156.6;75.8;0.79;1.03;0.12;1.58;0.73;41.8;1.15;0.18;0;0;1.52;0.73;0;0.36;0.97;0.06;0;0;7.15;2.18;1.64;57.1
2540;Guglielmo Vicario;ITA;GK;Empoli;Serie A;26;1996;22;22;1980;22;0;0;0;0;0;0;0;0;0;0;31.1;41.9;74.3;835.6;579.9;5.45;5.5;99.2;16.1;16.5;97.8;9.45;19.8;47.8;0;0;0.73;0;0;0;41.9;33.1;8.68;3.5;0;0;0;0;0;0;0;0;31.1;0.05;0;0.27;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0.05;0;0;0;0;0;0.45;0.09;44.6;36.5;44.5;0.05;0;0;44.6;0;0;0;0;0;27.5;136.9;89;0;0;0;0;0;24.5;0;0.14;0;0;0;0.23;0;0;0;0;0;0;0.86;0.27;0.09;75
2541;João Victor;BRA;DF;Nantes;Ligue 1;24;1998;2;2;180;2;0;0;0;0;0;0;0;0;0;0;28;35;80;622;135;7.5;11.5;65.2;15;15;100;5.5;8.5;64.7;0;0;2;0;0;3;35;31.5;3.5;3.5;0;0;0;0;0;0;0;0;28;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0.5;0.5;1;0;0.5;1;50;0.5;0.5;0.5;0;0.5;2;4.5;0;46;7.5;25.5;20.5;0.5;0;46;1.5;0.5;33.3;0.5;33.3;24.5;209;135.5;0.5;0.5;0;0.5;0.5;22;0;0.5;0;0;0.5;1.5;0;0;0.5;0;0;0.5;3.5;1.5;1.5;50
2542;Aleix Vidal;ESP;MFFW;Espanyol;La Liga;33;1989;15;8;732;8.1;0;0.37;0.25;66.7;0;0;17.4;0;0;0;20.7;29.8;69.7;354.1;89.6;11;13.6;80.9;7.41;10.5;70.6;2.1;3.21;65.4;0;0.86;1.6;0.86;0.25;2.1;29.8;26.9;2.84;0.49;0.12;0.25;2.72;2.35;0;0;0;0;20.7;0;1.98;1.48;1.23;0.12;0.12;0;0;0;0.12;0.12;0;0;0;0;0;0.86;0.25;0.37;0.25;0.25;0.12;1.36;9.1;1.23;2.22;0.25;1.98;1.11;1.98;1.23;0;39.5;1.85;7.41;17.3;15.1;1.23;39.5;1.23;0.12;10;0.99;80;18.1;96.9;33.6;0.99;0.25;0.25;1.11;0.86;20.4;3.7;0.49;0;0;1.73;1.36;0.12;2.72;0.25;0;0;0;5.06;0.25;0.74;25
2543;Clément Vidal;FRA;DFMF;Ajaccio;Ligue 1;22;2000;13;8;764;8.5;0;1.06;0.12;11.1;0;0;9.7;0;0;0;34.8;44.8;77.7;749.8;310.2;9.06;11.4;79.4;18.1;21.3;85.1;6.82;10.4;65.9;0;0.12;4;0.12;0.12;4.24;44.8;43.9;0.94;0.59;0;0;0.24;0.35;0;0;0;0;34.8;0;0.47;0.59;0.47;0;0;0.12;0;0;0;0;0;0;0;0;0;1.41;0.82;0.59;0.82;0;0.82;1.41;58.3;0.59;1.29;0.82;0.47;1.53;2.94;2.47;0;53.9;4.59;23.4;28.9;2;1.29;53.9;0;0;0;0;0;34.6;192.8;105.3;0.24;0.12;0;0.35;0.24;33.1;0.12;0.12;0.12;0;0.94;0.71;0.12;0.24;0.82;0;0;0;4.12;3.18;1.76;64.3
2544;Nacho Vidal;ESP;DF;Osasuna;La Liga;28;1995;13;10;891;9.9;0;0.81;0.1;12.5;0;0;18.9;0;0;0;35.8;46.4;77.1;574.3;244;18.2;20.4;89.1;13.9;17;82.1;2.63;6.26;41.9;0;0.3;2.12;0.51;0.2;3.13;46.4;35.5;10.7;0.3;0.2;0.1;2.02;10.4;0;0;0;0;35.8;0.2;0.91;1.82;1.11;0.3;0;0.3;0.1;0;0;0;0;0;0;0;0;2.22;1.21;1.41;0.3;0.51;1.41;2.63;53.8;1.21;1.52;0.2;1.31;1.72;3.94;2.12;0.1;58.6;4.04;18.3;22.7;17.9;1.31;58.6;1.72;0.61;35.3;1.11;64.7;23.1;98.7;41.3;1.21;0.61;0.2;1.31;0.91;26.8;3.74;0.2;0;0;2.12;1.21;0;2.02;1.21;0;0;0;4.95;1.82;0.71;72
2545;Gabriel Vidovic;CRO;FW;Bayern Munich;Bundesliga;19;2003;1;0;19;0.2;0;0;0;0;0;0;0;0;0;0;50;65;76.9;510;115;35;40;87.5;10;15;66.7;0;0;0;5;10;0;5;0;5;65;65;0;0;0;0;0;0;0;0;0;0;50;0;5;10;10;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;5;30;35;10;70;0;0;0;0;0;35;105;40;0;0;0;0;0;60;10;0;0;0;0;0;0;0;0;0;0;0;15;0;5;0
2546;Fabio Vieira;POR;MFFW;Arsenal;Premier League;22;2000;12;1;274;3;1;2.33;0.67;28.6;0.14;0.5;21.7;0;0;0;37.7;47.3;79.6;567.3;123.7;21.7;23.3;92.9;13.3;16;83.3;1.33;4.33;30.8;0.33;1.33;4.33;1.33;0.33;5;47.3;44.7;2.67;1.67;0;0;3;0.67;0.33;0.33;0;0;37.7;0;1;3;2;0.33;0.33;0.33;0;0;0.67;0.67;0;0;0;0;0;1.33;0.67;1;0;0.33;0.67;1;66.7;0.33;0.33;0;0.33;1;2.33;0.33;0;59.7;1;5.33;29.3;25.7;2.67;59.7;3.33;1;30;2;60;35.7;145.3;46.3;0.67;1;0;3;1.67;41.7;6.33;0;0;0;1;0.33;0;3;0.67;0;0;0;6.33;0.33;0.33;50
2547;Ronaldo Vieira;GNB;MF;Torino;Serie A;24;1998;1;0;15;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
2548;Ronaldo Vieira;GNB;MF;Sampdoria;Serie A;24;1998;16;8;815;9.1;0;0.66;0.11;16.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0;0;0;1.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;2.31;0.99;0;0.11;1.1;0;0;0;0;0;0;0
2549;Emanuel Vignato;ITA;MFFW;Bologna;Serie A;22;2000;8;2;242;2.7;0;0.37;0.37;100;0;0;14;0;0;0;29.3;36.7;79.8;444.8;125.2;14.8;17.8;83.3;10.7;12.6;85.3;1.85;2.96;62.5;0.37;1.11;3.33;0.74;0.37;3.33;36.7;35.9;0.74;0;0;0.74;0.74;0.37;0.37;0.37;0;0;29.3;0;0.74;1.85;1.85;0;0;0;0;0;0.37;0.37;0;0;0;0;0;1.48;1.48;0.74;0.74;0;0.74;1.48;50;0.74;0.74;0;0.74;1.11;2.59;0;0;43;0;8.52;21.1;13.7;0.74;43;0.74;0.37;50;0;0;28.1;138.5;44.1;1.11;1.11;0;0.74;1.48;33;1.48;0.37;0;0;1.11;0.37;0;0.74;1.48;0;0;0;3.7;0.74;0.74;50
2550;Emanuel Vignato;ITA;MF;Empoli;Serie A;22;2000;1;0;6;0.1;1;10;10;100;1;1;14.9;0;0;0;60;70;85.7;1160;70;20;20;100;40;40;100;0;0;0;0;0;0;0;0;10;70;70;0;0;0;0;0;0;0;0;0;0;60;0;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;10;40;30;10;80;0;0;0;0;0;50;580;90;0;10;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0
2551;Samuele Vignato;ITA;FWMF;Monza;Serie A;18;2004;3;0;18;0.2;0;0;0;0;0;0;0;0;0;0;55;65;84.6;815;75;25;25;100;20;25;80;5;5;100;0;0;0;5;5;0;65;65;0;0;0;0;5;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;40;40;15;80;5;0;0;5;100;55;200;115;5;0;0;5;0;70;10;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0
2552;Tonny Vilhena;NED;MF;Salernitana;Serie A;28;1995;20;17;1410;15.7;3;1.59;0.45;28;0.12;0.43;24.8;0.06;0;0;25.9;34.1;75.7;408.9;124.8;13.6;15.6;86.9;8.73;10.3;85.1;2.1;4.65;45.2;0.06;0.76;2.42;0.51;0.32;3.5;34.1;30.8;3.12;1.15;0;0.51;2.29;0.51;1.46;0.19;0.83;0;25.9;0.19;0.89;2.17;1.4;0.45;0.13;0;0.19;0;0.19;0.19;0;0;0;0;0;1.97;1.08;0.51;1.27;0.19;0.76;1.66;46.2;0.89;0.64;0.25;0.38;0.51;2.48;0.64;0;43.8;1.02;7.07;24;13.4;1.15;43.8;1.59;0.51;32;0.96;60;24.2;129.2;57.7;1.34;1.72;0.19;1.66;1.34;27.9;2.87;0.25;0;0;1.08;1.46;0.06;2.29;1.08;0;0.06;0;5.22;0.38;1.15;25
2553;Toni Villa;ESP;MF;Valladolid;La Liga;28;1995;2;1;91;1;0;0;0;0;0;0;0;0;0;0;20;32;62.5;258;109;13;16;81.3;5;8;62.5;1;3;33.3;0;1;2;0;0;4;32;31;1;0;0;0;5;0;1;1;0;0;20;0;2;4;3;0;1;0;0;0;0;0;0;0;0;0;0;6;3;2;3;1;4;9;44.4;5;0;0;0;0;6;0;0;45;0;7;17;22;1;45;5;1;20;3;60;27;126;56;2;2;0;1;1;27;5;0;0;0;0;1;1;5;3;0;0;0;6;0;0;0
2554;Toni Villa;ESP;MFFW;Girona;La Liga;28;1995;17;8;633;7;1;2.14;0.43;20;0.07;0.33;22.1;0;0;0;25.3;33.1;76.3;348.7;122.7;15.3;17.4;87.7;7.57;10.3;73.6;1;2.29;43.8;0.14;1.29;1.86;0.71;0.43;4.43;33.1;32;1;0;0;0;2.71;0.71;0.14;0;0.14;0;25.3;0.14;1.14;4.57;3;0.29;0.43;0;0.86;0;0.43;0.43;0;0;0;0;0;3.29;2.14;1.29;1.43;0.57;1.43;2.71;52.6;1.29;0.71;0;0.71;0.86;4.14;0.29;0;50.1;0.14;6.43;16.4;28.6;4.86;50.1;7.71;2.43;31.5;4.71;61.1;33.3;225.6;119.4;3.71;2.57;2;2.14;2.43;34.6;8.71;0.29;0;0;0.71;2.29;0.71;2.71;2.14;0;0;0;4.86;0.14;0.43;25
2555;Asier Villalibre;ESP;FW;Athletic Club;La Liga;25;1997;5;1;97;1.1;0;3.64;0.91;25;0;0;11.6;0;0;0;10;16.4;61.1;148.2;35.5;5.45;8.18;66.7;4.55;5.45;83.3;0;0;0;0;1.82;0.91;0.91;0;1.82;16.4;16.4;0;0;0;0;0;0;0;0;0;0;10;0;0;2.73;2.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91;0;24.5;0.91;0.91;6.36;17.3;6.36;24.5;0;0;0;0;0;12.7;43.6;12.7;0;0;0;0;1.82;20;8.18;0;0;0;2.73;0.91;0;0;0;0;0;0;1.82;1.82;1.82;50
2556;Gonzalo Villar;ESP;MF;Sampdoria;Serie A;24;1998;15;8;696;7.7;0;0.13;0;0;0;0;26.1;0;0;0;41.2;49.5;83.2;700.6;176.2;17.7;21;84;18.8;21.4;87.9;3.51;5.32;65.9;0;0;3.25;0.13;0;3.38;49.5;44.8;4.55;4.03;0;0;0.91;0;0.39;0.13;0.26;0;41.2;0.13;0.13;1.17;0.91;0.13;0;0;0.13;0;0;0;0;0;0;0;0;1.69;0.91;0.52;1.04;0.13;0.91;1.95;46.7;1.04;1.43;0.39;1.04;0.52;2.21;1.17;0.13;58.8;2.47;13.2;37.4;8.44;0.13;58.8;0.65;0.26;40;0.26;40;31.9;157;77.5;1.17;0.78;0;1.3;0.52;35.6;0.26;0.26;0;0;2.21;2.34;0;0.91;0.91;0;0.13;0;7.14;1.17;0.65;64.3
2557;Gonzalo Villar;ESP;MF;Getafe;La Liga;24;1998;4;0;101;1.1;0;0;0;0;0;0;0;0;0;0;53.6;60;89.4;892.7;240.9;22.7;25.5;89.3;20;20.9;95.7;7.27;9.09;80;0;0.91;8.18;2.73;0;10;60;58.2;1.82;0;0;0;0;1.82;0;0;0;0;53.6;0;0.91;0.91;0.91;0;0;0;0;0;0;0;0;0;0;0;0;0.91;0.91;0.91;0;0;0;0.91;0;0.91;0.91;0;0.91;1.82;2.73;0.91;0;69.1;1.82;13.6;49.1;9.09;0.91;69.1;0.91;0.91;100;0;0;44.5;332.7;170.9;3.64;1.82;0;3.64;0;48.2;0;0.91;0;0;6.36;0.91;0;0;0.91;0;0;0;10;0;1.82;0
2558;Iván Villar;ESP;GK;Celta Vigo;La Liga;25;1997;1;1;90;1;0;0;0;0;0;0;0;0;0;0;19;33;57.6;543;422;5;5;100;7;7;100;7;20;35;0;0;0;0;0;0;33;21;11;3;0;0;0;0;0;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;37;35;37;0;0;0;37;0;0;0;0;0;20;83;40;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2559;Matías Viña;URU;MF;Bournemouth;Premier League;25;1997;1;0;10;0.1;0;0;0;0;0;0;0;0;0;0;10;10;100;160;150;0;0;0;10;10;100;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;0;0;0;10;0;10;0;0;0;0;10;0;0;20;0;10;10;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
2560;Matías Viña;URU;DF;Roma;Serie A;25;1997;3;1;55;0.6;0;0;0;0;0;0;0;0;0;0;36.7;50;73.3;653.3;113.3;13.3;16.7;80;18.3;26.7;68.8;3.33;5;66.7;0;1.67;5;0;0;3.33;50;33.3;16.7;0;0;0;3.33;16.7;0;0;0;0;36.7;0;0;6.67;5;0;1.67;0;0;0;1.67;1.67;0;0;0;0;0;6.67;1.67;1.67;3.33;1.67;3.33;5;66.7;1.67;8.33;1.67;6.67;3.33;10;8.33;0;83.3;5;28.3;31.7;23.3;1.67;83.3;1.67;1.67;100;0;0;31.7;138.3;43.3;3.33;1.67;1.67;5;0;23.3;6.67;0;0;0;6.67;1.67;0;3.33;1.67;0;0;0;8.33;1.67;0;100
2561;Rúben Vinagre;POR;DFMF;Everton;Premier League;23;1999;2;0;26;0.3;0;0;0;0;0;0;0;0;0;0;50;80;62.5;743.3;86.7;23.3;33.3;70;23.3;33.3;70;0;0;0;0;0;6.67;0;0;0;80;63.3;16.7;3.33;0;0;6.67;13.3;0;0;0;0;50;0;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;6.67;3.33;3.33;0;3.33;6.67;50;3.33;0;0;0;0;6.67;3.33;0;103.3;3.33;23.3;53.3;30;0;103.3;10;3.33;33.3;0;0;50;326.7;173.3;6.67;3.33;0;3.33;3.33;56.7;3.33;0;0;0;0;10;0;6.67;6.67;0;0;0;13.3;0;3.33;0
2562;Carlos Vinícius;BRA;FW;Fulham;Premier League;27;1995;15;4;435;4.8;1;1.67;0.83;50;0.13;0.25;12;0;0;0;9.17;16;57.1;104.6;28.8;6.25;8.33;75;1.67;3.54;47.1;0.42;0.83;50;0;0.83;0.42;0.42;0;0.83;16;15.4;0.42;0;0.21;0;0.63;0;0;0;0;0;9.17;0.21;1.46;1.46;1.46;0;0;0;0;0;0.42;0.42;0;0;0;0;0;0.42;0;0;0.42;0;0;0.21;0;0.21;0.83;0;0.83;0;0.42;1.04;0;29.6;1.46;1.88;11;17.1;4.17;29.6;1.25;0;0;1.04;83.3;15.6;63.1;17.3;0.42;0.83;0.42;4.17;1.67;20.4;3.54;0.21;0;0;1.67;1.88;0.42;0.63;0;0;0;0;1.88;1.67;3.75;30.8
2563;Alan Virginius;FRA;FW;Lille;Ligue 1;20;2003;10;1;202;2.2;1;5;1.82;36.4;0.09;0.25;14.5;0;0;0;16.8;22.3;75.5;225;51.4;8.64;10.5;82.6;5.91;6.36;92.9;0.45;0.91;50;0;0.45;1.82;1.36;0;2.73;22.3;20.9;1.36;0;0;0;0.91;0;0;0;0;0;16.8;0;1.82;3.64;1.82;0;0;1.36;0.45;0;0.45;0;0;0;0.45;0;0;0.45;0;0.45;0;0;0;0;0;0;0;0;0;0.91;1.36;0.45;0;39.5;0.45;2.73;7.27;30;8.18;39.5;2.27;0;0;2.27;100;27.7;208.6;89.1;2.73;2.27;2.27;3.18;2.73;27.3;10.5;0;0;0;1.82;0.45;0.91;0.91;0;0;0;0;1.82;0.45;3.18;12.5
2564;Mattia Viti;ITA;DF;Nice;Ligue 1;21;2002;8;7;633;7;1;0.29;0.14;50;0.5;1;7.8;0;0;0;43.1;51.3;84.1;719.3;223.7;19.9;22;90.3;19;20.6;92.4;3.14;6.14;51.2;0;0;2;0;0;2.71;51.3;49.1;2.14;1.71;0;0.14;0;0.43;0;0;0;0;43.1;0;0.57;0.29;0.29;0;0;0;0;0;0.14;0.14;0;0;0;0;0;0.57;0.29;0.14;0.14;0.29;0.29;0.71;40;0.43;1.29;0.43;0.86;1.14;1.71;3.14;0;60.4;8.14;31.6;27;2.14;0.29;60.4;1.71;0.71;41.7;0.71;41.7;45.7;221;107;0.14;0.71;0;0.29;0.29;42.3;0.14;0;0;0;0.43;0.71;0;0;0.29;0;0;0;3.86;1.86;1;65
2565;Vitinha;POR;FW;Marseille;Ligue 1;22;2000;2;1;52;0.6;0;1.67;0;0;0;0;12.4;0;0;0;30;35;85.7;356.7;71.7;20;21.7;92.3;8.33;8.33;100;0;1.67;0;0;0;3.33;0;0;3.33;35;30;5;0;0;0;0;0;0;0;0;0;30;0;0;1.67;1.67;0;0;0;0;0;0;0;0;0;0;0;0;3.33;3.33;0;1.67;1.67;0;3.33;0;3.33;1.67;0;1.67;0;3.33;0;0;51.7;0;0;26.7;25;3.33;51.7;0;0;0;0;0;31.7;91.7;20;0;0;0;8.33;5;35;6.67;0;0;0;0;1.67;0;0;3.33;0;0;0;5;0;1.67;0
2566;Vitinha;POR;MF;Paris S-G;Ligue 1;22;2000;21;17;1381;15.3;0;1.18;0.26;22.2;0;0;20.9;0;0;0;70.4;76.3;92.2;1046.3;245.5;38.4;40.1;95.6;23.5;25;94;4.31;4.9;88;0;0.59;7.25;0.85;0;5.82;76.3;75.7;0.39;0.26;0.26;0.39;0.2;0.07;0.07;0.07;0;0;70.4;0.26;1.18;1.96;1.7;0;0;0.07;0.13;0.07;0.33;0.26;0;0;0;0.07;0;2.03;0.98;0.59;1.11;0.33;0.85;2.81;30.2;1.96;0.78;0.13;0.65;0.78;2.81;0.59;0;85;1.57;12.4;54.2;18.9;1.18;85;2.03;1.11;54.8;0.72;35.5;72.9;392;189;2.61;2.55;0.26;0.98;1.44;70.1;2.94;0.13;0;0;1.18;0.65;0;0.2;0.98;0;0;0;7.19;0.2;0.07;75
2567;Daniel Vivian;ESP;DF;Athletic Club;La Liga;23;1999;15;14;1265;14.1;1;0.5;0.14;28.6;0.14;0.5;10.4;0;0;0;40.9;50.4;81.1;867.2;324.4;11.7;13.2;88.7;22.8;25.2;90.2;6.24;10.3;60.7;0;0.07;3.97;0.07;0;4.47;50.4;47.6;2.48;2.41;0;1.21;0.28;0;0;0;0;0;40.9;0.28;0.71;0.43;0.28;0.07;0;0;0.07;0;0;0;0;0;0;0;0;2.06;1.21;1.42;0.57;0.07;1.21;1.49;81;0.28;0.85;0.5;0.35;1.42;3.48;3.97;0.07;61.9;5.46;28.2;31.9;2.48;1.13;61.9;0.5;0.07;14.3;0.35;71.4;37.2;200.3;132;0.99;0.5;0;0.57;0.35;35.5;0.21;0.21;0;0;1.35;0.85;0;0.28;1.21;0;0;0;7.94;1.63;2.34;41.1
2568;Dušan Vlahovi?;SRB;FW;Juventus;Serie A;23;2000;12;11;953;10.6;8;3.3;1.13;34.3;0.17;0.5;15.7;0.28;0.19;0.19;13.2;18.6;71.1;221.4;41.2;6.32;8.11;77.9;5.19;6.51;79.7;1.04;1.6;64.7;0.19;1.32;1.42;0.75;0.09;2.45;18.6;17.3;1.23;0.09;0;0.19;0.38;0;0;0;0;0;13.2;0.09;0.94;2.64;1.6;0;0.28;0.47;0.28;0;0.28;0.09;0;0;0.09;0.09;0;0.66;0.38;0;0.28;0.38;0.28;0.28;100;0;0.57;0.19;0.38;0.09;0.75;0.38;0.09;29.5;0.66;1.32;13.3;15.4;4.91;29.3;1.7;0.66;38.9;0.94;55.6;15.8;80.6;34.1;1.51;1.32;0.85;2.83;2.08;23;6.32;0;0;0;0.94;1.23;1.04;0.38;0.38;0.09;0;0;2.64;1.79;1.98;47.5
