Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
2059;Benjamin Pavard;FRA;DF;Bayern Munich;Bundesliga;26;1996;25;24;2076;23.1;0;0.82;0.13;15.8;0;0;20.9;0;0;0;79;90.5;87.3;1451;521.5;31.8;34.1;93.3;37.9;42.2;89.8;8.27;12.1;68.2;0.04;0.78;7.58;1.43;0.39;6.54;90.5;83.3;7.14;1.04;0.17;8.48;1.56;1.47;0;0;0;0;67;9.26;14.2;4.24;74.8;3.51;6.1;0.26;79;0.17;0.78;2.47;0.95;1.95;1.6;0.04;0;0.17;0.04;0.09;0.17;0.17;0;0;0;0;0;1.86;1.21;0.95;0.74;0.17;0.61;1.13;53.8;0.52;10.2;3.33;32.8;4.11;4.33;1.73;1.82;0.74;0;1.08;1.99;3.85;2.42;0;100;6.1;31.7;55.9;17.3;1.43;93;0.17;0.35;50;0.17;0;66.6;283.6;150.7;6.8;1.65;0.04;0.22;0.39;74.3;71.8;96.7;1.73;0.09;0.04;0;0.78;0.48;0.09;1.47;1.21;0;0;0;11.3;2.34;0.91;72
2060;Strahinja Pavlovi?;SRB;DF;Monaco;Ligue 1;21;2001;7;5;451;5;0;1;0.2;20;0;0;8.1;0;0;0;66.8;78.8;84.8;1432.2;465.2;20.2;21.6;93.5;34.8;37.4;93;11;18.2;60.4;0;0;5.2;1.4;0.4;4;78.8;77.4;1.4;1.2;0.2;6.8;1.6;0.8;0;0;0;0;59.6;6.6;12.6;56.6;17;2.8;0.2;0.2;66.8;0.2;0.6;1;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;2.4;2.2;1.8;0.2;0.6;2;30;1.4;15.2;7.4;48.7;7.6;7;0.6;1.4;0.6;0;0.8;3;7.2;4.6;0;94.2;6.6;37.8;57.6;5.4;1.4;92.8;0.6;0.8;75;0.6;0;64.4;391.4;213.4;6.2;1.8;0;1;0.2;69.2;68;98.3;0;0.8;0.2;0.2;1.8;1.8;0;0.8;2.4;0;0.4;0;10.6;3.8;2.4;61.3
2061;Leonardo Pavoletti;ITA;FW;Cagliari;Serie A;33;1988;33;14;1518;16.9;0.3;2.13;0.65;30.6;0.14;0.45;9.8;0;0;0;19.8;30.1;65.9;276.1;43.2;13.4;18.2;73.4;4.2;7.87;53.4;1.36;2.01;67.6;0.06;0.77;1.07;0.41;0;1.48;30.1;29.8;0.3;0.12;0;12.2;0.24;0.41;0;0;0;0;11.7;9.82;8.58;2.6;14.6;3.79;0;1.66;19.8;0.12;0.77;1.18;0.65;1.66;1.42;0;0;0.12;0.12;0;0.18;0.12;0;0;0;0.06;0;0.89;0.47;0.12;0.53;0.24;0.12;0.36;33.3;0.24;11.4;3.43;30.2;1.07;4.2;6.09;1.07;0.36;0;0.71;0.41;1.3;0.77;0;40.1;1.24;4.2;19.3;17.2;5.56;39.9;0.24;0.47;50;0.3;0;16.3;43.2;7.75;0.24;0.12;0.18;2.66;0.47;51.2;31.1;60.7;6.27;0.53;0;0;2.78;1.95;0.24;0.41;0.47;0.06;0;0;4.56;8.82;7.16;55.2
2062;Dimitri Payet;FRA;FWMF;Marseille;Ligue 1;35;1987;31;28;2592;28.8;0.42;2.12;0.66;31.1;0.08;0.26;23.2;0.83;0.24;0.24;43.8;58.3;75.1;846.1;249.9;20;22.9;87.6;15.8;19.8;79.9;7.19;13.7;52.4;0.35;3.51;4.24;2.43;0.52;5.9;58.3;49.6;8.75;2.33;0.52;9.13;3.78;3.26;4.86;2.15;2.15;0.21;39;6.28;13.1;7.29;49.4;0.17;0.8;0.56;43.8;0.31;1.01;2.74;1.11;6.53;4.03;1.49;0.35;0.17;0.49;0;0.69;0.45;0.14;0.03;0;0.07;0;0.56;0.38;0.14;0.31;0.1;0.21;1.08;19.4;0.87;10.3;3.13;30.3;1.42;4.44;4.44;0.24;0;0;0.24;0.49;1.04;0.03;0;66;0.17;3.44;28.5;38.4;2.95;57;1.25;2.01;62.1;1.25;0.14;46.2;224.5;127.8;7.64;2.4;0.87;1.22;1.49;59.1;51.3;86.9;6.67;0.1;0;0;0.35;1.67;0.1;3.26;0.38;0.03;0;0;3.82;0.14;0.31;30.8
2063;Mads Pedersen;DEN;MFDF;Augsburg;Bundesliga;25;1996;29;15;1391;15.5;0.13;1.23;0.39;31.6;0.11;0.33;20;0.06;0;0;19.5;29.8;65.6;355.4;159.5;9.03;10.9;82.8;7.61;10.3;73.8;2.32;6.52;35.6;0.06;1.23;1.35;0.9;0.45;2.39;29.8;23.4;6.39;0.71;0;5.87;1.29;2.13;1.1;0.19;0.84;0;14.4;6.84;8.58;20.1;3.29;1.23;4.58;0.26;19.5;0.13;0.77;1.48;1.42;2;1.16;0.32;0.13;0.06;0.19;0.13;0.06;0.06;0;0;0;0;0;2.13;1.35;0.84;0.9;0.39;0.97;2.45;39.5;1.48;19.3;4.58;23.7;7.61;7.74;3.94;1.74;0.26;0.06;1.48;1.94;4.06;1.29;0;42.6;2.26;12.6;16.8;15.7;1.87;36.5;0.77;1.61;48;0.84;0.13;23.5;130.7;76.4;2.97;0.97;0.52;1.42;1.81;26.4;19.9;75.6;2.9;0.32;0;0;1.94;2.13;0.19;2.13;1.35;0;0.06;0;8.06;0.65;1.61;28.6
2064;Alfonso Pedraza;ESP;DF;Villarreal;La Liga;26;1996;28;19;1701;18.9;0.21;1.22;0.48;39.1;0.17;0.44;16;0;0;0;38.8;53.2;73;641.2;226.4;20.2;22.8;88.6;14.7;19.2;76.3;2.96;7.62;38.9;0.21;1.16;2.38;1.27;0.48;3.28;53.2;43.5;9.68;0.58;0.05;7.04;1.38;4.66;0;0;0;0;30.6;12.4;10.2;38.8;2.91;1.64;9.1;0.32;38.8;0.21;0.9;2.33;3.02;2.17;1.75;0;0.21;0.11;0.05;0.05;0.42;0.37;0;0.05;0;0;0;1.85;1.01;1.06;0.53;0.26;0.48;1.8;26.5;1.32;14.1;4.07;28.9;4.87;5.87;3.33;1.16;0.16;0;1.01;2.91;4.76;1.96;0;66.5;3.33;17.5;27;26.7;4.34;57;1.59;2.96;53.6;1.64;0.26;42.7;258.4;158.4;7.35;2.43;1.53;1.96;1.27;45.2;39.9;88.2;4.81;0.11;0;0;1.9;1.48;0.11;4.66;1.01;0;0;0;6.88;0.63;1.01;38.7
2065;Pedri;ESP;MF;Barcelona;La Liga;19;2002;12;10;885;9.8;0.31;1.22;0.51;41.7;0.25;0.6;17.8;0;0;0;53.2;62.6;85;1025.8;230.5;21.6;24.5;88.3;21.6;24.3;89.1;8.27;10.3;80.2;0.1;1.63;5.51;1.84;0;5.61;62.6;60;2.55;0.51;0.2;11.5;1.94;0.51;1.63;0.41;0.71;0.2;49.6;4.9;8.06;11;49.7;0.71;0.41;0.51;53.2;0.41;0.31;2.45;1.84;3.98;2.76;0.61;0.1;0.2;0.31;0;0.61;0.41;0;0;0.1;0.1;0;1.84;1.22;0.51;0.82;0.51;0.51;2.14;23.8;1.63;22;7.14;32.4;6.02;10;6.02;2.04;0.1;0;1.94;1.12;2.96;0.41;0.1;74.2;1.22;9.49;39.2;30.7;2.45;71.7;1.22;2.04;60;1.43;0.1;58.1;286.4;128.8;6.43;1.63;0.51;0.82;2.24;64.7;56.9;88;5.71;0;0;0;0.2;1.84;0;0.51;1.22;0;0;0;8.67;0.41;0.71;36.4
2066;Pedro;ESP;FW;Lazio;Serie A;34;1987;32;25;2033;22.6;0.4;1.64;0.88;54.1;0.24;0.45;16.3;0;0;0;34.8;41.5;84;545.4;132.4;19.4;21.8;89;11.5;13.4;85.8;2.74;4.07;67.4;0.18;1.33;1.64;1.64;0.35;3.81;41.5;40.3;1.19;0.13;0.04;5.27;1.06;1.37;0.04;0;0;0;32.8;5.09;3.58;11;28.8;0.66;0.62;0.18;34.8;0.09;0.35;1.42;0.93;2.88;2.35;0;0.18;0.13;0.09;0.13;0.4;0.35;0;0.04;0;0;0;1.68;1.02;0.44;0.8;0.44;0.88;1.86;47.6;0.97;13.5;3.67;27.2;2.96;6.19;4.34;0.93;0.09;0;0.84;0.8;2.48;0.27;0;52.5;0.84;7.65;27.1;23;3.54;51.3;1.37;2.52;54.4;1.5;0.13;41.6;258.5;154.4;7.96;3.32;0.71;1.9;1.24;50;41.5;82.9;4.56;0.22;0;0;1.5;1.95;0.27;1.37;1.02;0.04;0;0;5.44;0.13;0.75;15
2067;João Pedro;ITA;FW;Cagliari;Serie A;30;1992;37;37;3323;36.9;0.35;2.36;0.89;37.9;0.11;0.3;14.3;0.05;0.08;0.11;14.2;19.9;71.1;262.4;45.8;5.93;7.56;78.5;5.93;7.97;74.5;1.87;2.85;65.7;0.11;0.73;0.62;0.62;0.08;1.46;19.9;17.7;2.25;0.11;0.03;4.74;0.87;0.57;0;0;0;0;12;3.74;4.23;2.36;13.8;1.73;0.11;0.51;14.2;0.03;0.54;0.7;0.73;2.17;1.38;0;0.11;0.38;0.19;0.11;0.19;0.14;0;0.03;0;0.03;0;0.6;0.46;0.11;0.3;0.19;0.14;0.41;33.3;0.27;13.1;3.17;24.3;1.41;5.77;5.88;0.62;0.16;0;0.46;0.35;0.95;0.62;0;31.5;0.79;2.6;15.7;14.8;4.47;29.2;0.87;1.76;49.2;0.98;0.14;19.6;100.8;45.8;2.38;0.87;0.38;2.41;1.73;40.5;22.2;54.8;6.02;0.24;0;0;2.09;2.47;0.84;0.57;0.46;0.03;0;0;4.12;2.25;3.82;37.1
2068;João Pedro;BRA;FWMF;Watford;Premier League;20;2001;28;15;1644;18.3;0.16;2.57;0.87;34;0.06;0.19;15.6;0.05;0;0;21.7;31.5;68.9;366;94.7;11.6;16;72.9;6.56;9.29;70.6;2.57;3.88;66.2;0.05;0.93;2.24;1.15;0.22;3.06;31.5;29.8;1.69;0.16;0.05;8.74;0.87;1.37;0.22;0;0.05;0;18.6;6.61;6.28;3.28;22.7;2.19;0.22;0.6;21.7;0.33;0.6;1.58;1.2;2.68;1.8;0;0.38;0.22;0.22;0.05;0.22;0.16;0;0;0.05;0;0;1.2;0.93;0.27;0.6;0.33;0.22;0.87;25;0.66;18.4;5.9;32;2.84;8.69;6.89;1.53;0.27;0.05;1.26;1.04;2.24;0.98;0;49.6;1.15;5.08;24.2;25.1;4.92;48;2.79;5.36;52;3.11;0.71;34;172.3;98.9;4.86;2.19;0.87;2.79;3.72;52.8;35.4;67.1;6.23;0.05;0;0;0.93;2.08;0.33;1.37;0.93;0;0;0;6.28;3.39;5.9;36.5
2069;Pedrosa;ESP;DF;Espanyol;La Liga;24;1998;31;31;2720;30.2;0.03;0.83;0.23;28;0.04;0.14;23.2;0;0;0;32;42.4;75.5;555.8;209.3;14.7;16.6;88.6;13.8;17.3;80.1;2.68;6.13;43.8;0.03;0.73;1.69;0.56;0.33;1.92;42.4;34.2;8.18;0.89;0.03;5.33;0.83;2.52;0.17;0.07;0.03;0;23.9;9.57;8.94;29.2;4.14;1.52;7.12;0.07;32;0.03;0.86;1.32;1.72;1.42;0.96;0.03;0.13;0.07;0.17;0.07;0.07;0.07;0;0;0;0;0;1.95;1.16;1.16;0.63;0.17;0.66;1.39;47.6;0.73;11.6;3.11;26.9;5.89;3.58;2.12;1.72;0.36;0;1.36;1.79;3.74;2.88;0;55.8;4.64;19.3;24.4;16.9;1.89;47.9;1.42;2.62;54.4;1.59;0.2;33.9;203.3;123.8;4.93;1.92;0.56;1.79;1.32;34.7;31.1;89.6;2.32;0.26;0;0;0.66;1.75;0;2.52;1.16;0;0;0;7.28;0.63;0.99;38.8
2070;Gianluca Pegolo;ITA;GK;Sassuolo;Serie A;41;1981;1;1;90;1;0;0;0;0;0;0;0;0;0;0;29;34;85.3;804;485;5;5;100;11;12;91.7;12;16;75;0;0;0;0;0;0;34;23;11;3;0;3;1;0;0;0;0;0;18;2;14;23;7;0;0;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;31;36;0;0;0;25;0;0;0;0;0;18;87;41;0;0;0;0;0;19;19;100;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
2071;Peter Pekarík;SVK;DF;Hertha BSC;Bundesliga;35;1986;27;26;2234;24.8;0;0.44;0.12;27.3;0;0;17.6;0;0;0;37.5;48.3;77.7;666.5;298.8;17.5;19.7;88.9;15.2;17.9;84.7;4.15;8.35;49.8;0;0.44;2.46;0.56;0.32;2.86;48.3;37.7;10.6;0.65;0;6.21;0.69;1.65;0;0;0;0;23.9;12.3;12.1;1.53;33.1;2.78;9.96;0.16;37.5;0.32;1.21;1.29;1.85;1.01;0.81;0.04;0.04;0.04;0.08;0;0;0;0;0;0;0;0;2.26;0.97;1.53;0.52;0.2;1.37;1.94;70.8;0.56;10.4;2.98;28.6;6.05;3.35;1.05;2.02;0.4;0;1.61;1.61;3.87;2.38;0;58.3;3.95;23.3;24.7;13.6;0.77;47.9;0.24;0.48;50;0.28;0;29.1;168.5;77.9;3.23;1.21;0.12;0.73;0.44;32.4;29.3;90.5;1.01;0.04;0;0;1.09;0.77;0.04;1.65;0.97;0;0;0;8.79;1.33;0.93;58.9
2072;Pietro Pellegri;ITA;FW;Torino;Serie A;21;2001;9;1;216;2.4;0.42;2.08;0.83;40;0.2;0.5;13.8;0;0;0;11.7;16.7;70;167.1;21.3;7.5;9.58;78.3;3.33;4.58;72.7;0.42;0.42;100;0;0.83;0;0;0;0.83;16.7;15.4;1.25;0;0;4.17;0;0.83;0;0;0;0;12.5;2.5;1.67;2.08;11.7;0.83;0;0;11.7;0;1.25;0;1.25;1.67;1.67;0;0;0;0;0;0;0;0;0;0;0;0;1.25;1.25;0;0.42;0.83;0;1.25;0;1.25;22.1;6.25;28.3;3.75;6.67;11.7;0.83;0;0;0.83;0;1.25;2.08;0;37.9;2.08;3.75;17.1;18.8;5;36.7;0;0.42;0;0;0;25.4;132.5;64.6;3.75;0.83;0.83;9.17;2.08;50.8;27.9;54.9;7.5;0.42;0;0;4.17;3.33;1.67;0.83;1.25;0;0;0;2.5;5;7.92;38.7
2073;Pietro Pellegri;ITA;FW;Milan;Serie A;21;2001;6;1;131;1.5;0;2;0.67;33.3;0;0;16.1;0;0;0;8;12.7;63.2;85.3;7.33;6;8.67;69.2;1.33;2.67;50;0;0;0;0;2;0;0;0;0;12.7;12;0.67;0;0;2.67;0;0;0;0;0;0;9.33;2.67;0.67;0.67;10.7;0;0;0.67;8;0;0;2;0.67;3.33;2.67;0;0;0;0;0.67;0;0;0;0;0;0;0;2;2;0;0.67;1.33;0;1.33;0;1.33;28;8.67;31;1.33;14;12.7;0;0;0;0;1.33;3.33;0.67;0;24.7;0.67;3.33;6.67;16.7;3.33;24;0;2;0;0;0;16;75.3;30;2;0.67;0;2;1.33;35.3;12.7;35.8;4;0;0;0;4.67;1.33;1.33;0;2;0;0;0;6;1.33;2.67;33.3
2074;Lorenzo Pellegrini;ITA;MFFW;Roma;Serie A;25;1996;28;27;2289;25.4;0.35;3.54;1.06;30;0.08;0.26;18.9;0.43;0.08;0.12;30.7;42.8;71.8;598.9;204.7;13.3;15.7;84.5;11.9;15.1;79.1;5;10.1;49.6;0.12;2.68;3.15;1.5;0.24;3.82;42.8;35.9;6.89;2.44;0.24;6.93;2.32;2.48;3.86;1.69;1.97;0;26.5;4.92;11.5;4.57;36.3;0.83;0.31;0.28;30.7;0.16;0.83;1.89;1.73;5.31;2.13;1.69;0.35;0.59;0.39;0.16;0.47;0.2;0.08;0;0.16;0;0.04;1.42;0.75;0.43;0.63;0.35;0.55;2.01;27.5;1.46;18.8;4.49;23.8;3.78;8.98;6.06;1.1;0.08;0;1.02;1.38;2.8;0.71;0;57.3;1.02;6.54;27.5;27.5;4.92;50.3;1.5;3.35;44.7;1.65;0.31;38;221.5;110.7;6.42;1.77;0.98;2.17;1.61;49.3;39.6;80.4;7.52;0.31;0.04;0.04;2.13;2.24;0.35;2.48;0.75;0;0;0;5.35;0.67;1.1;37.8
2075;Luca Pellegrini;ITA;DF;Juventus;Serie A;23;1999;18;15;1107;12.3;0;0.49;0.08;16.7;0;0;21.5;0;0;0;42.3;55.6;76;808.4;307.7;17.9;20.6;87;18.5;22.4;82.5;5.69;11.1;51.5;0.08;1.06;3.17;1.3;0.65;2.85;55.6;45.3;10.3;1.06;0.08;4.88;1.71;2.11;1.22;0.57;0.49;0.08;30.8;11.4;13.4;40.6;5.77;0.81;8.05;0;42.3;0;0.81;1.63;1.87;2.03;1.38;0.33;0.16;0;0.16;0;0.16;0.16;0;0;0;0;0;2.11;1.54;1.38;0.49;0.24;0.81;1.3;62.5;0.49;14.3;5.28;36.9;7.97;3.33;3.01;1.87;0.08;0;1.79;1.22;3.33;1.79;0;65.9;3.25;22.6;27.6;18.4;0.89;55.9;1.06;1.79;59.1;1.06;0.41;42.4;168.4;93.7;4.47;0.98;0.16;0.73;1.14;44.1;40.9;92.6;1.14;0.49;0;0;1.87;1.71;0;2.11;1.54;0;0;0;6.99;0.81;0.89;47.6
2076;Facundo Pellistri;URU;MFFW;Alavés;La Liga;20;2001;21;6;672;7.5;0;0.93;0.27;28.6;0;0;12.7;0;0;0;14.9;20.3;73.7;213.7;48.7;9.33;11.7;79.5;4.8;6;80;0.67;1.33;50;0;0.8;1.2;0.53;0.13;1.07;20.3;19.7;0.53;0.13;0;5.47;0.4;1.2;0;0;0;0;14.3;3.6;2.4;1.33;15.6;2.13;0.13;0.4;14.9;0;0.53;0.53;1.6;2;1.47;0;0.13;0;0.4;0;0;0;0;0;0;0;0;1.2;0.8;0.53;0.4;0.27;0.4;1.2;33.3;0.8;19.5;4.53;23.3;6.53;6.4;6.53;2.4;0.4;0;2;1.07;2.27;0.53;0;36;0.93;6.93;17.7;15.5;2.13;35.5;1.87;4.27;43.8;2.13;0.4;25.5;189.9;106.5;4.93;1.47;0.8;2.13;2.13;37.5;21.7;58;4;0;0;0;1.33;2.8;0.4;1.2;0.8;0;0;0;7.33;0.8;3.33;19.4
2077;Federico Peluso;ITA;DF;Sassuolo;Serie A;38;1984;2;0;11;0.1;0;0;0;0;0;0;0;0;0;0;30;30;100;370;210;20;20;100;10;10;100;0;0;0;0;0;0;0;0;10;30;30;0;0;0;10;0;0;0;0;0;0;10;20;0;10;0;10;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;10;0;10;10;100;0;20;10;50;10;10;0;0;0;0;0;0;10;0;0;40;0;10;40;0;0;40;0;0;0;0;0;10;400;380;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;30;10;0;100
2078;Timothee Pembele;FRA;DF;Bordeaux;Ligue 1;19;2002;26;17;1414;15.7;0.06;1.21;0.38;31.6;0.05;0.17;16.5;0;0;0;29.4;40.2;73.2;449.6;162.9;16.5;19.6;84.1;10.6;14.9;71.4;1.4;2.55;55;0.06;0.83;1.85;0.64;0.32;2.36;40.2;28.8;11.4;0.51;0.06;6.18;0.32;1.85;0;0;0;0;22.4;12.7;5.1;2.8;24.1;1.66;10.9;0;29.4;0;0.83;2.48;2.17;1.59;1.08;0;0.25;0.19;0.06;0;0.13;0.06;0;0;0;0.06;0;1.53;0.96;0.76;0.64;0.13;0.51;1.66;30.8;1.15;14.5;4.39;30.4;5.48;4.97;4.01;1.34;0.19;0.06;1.15;2.23;3.76;0.96;0;55.5;1.91;13.6;27.5;19.6;3.69;44.6;2.36;4.9;48.1;2.55;0.32;34.7;194.6;130;5.29;1.66;1.08;3.38;2.1;38.9;30.8;79.3;4.08;0.19;0;0;1.21;1.21;0.06;1.85;0.96;0;0;0;6.5;0.96;0.89;51.7
2079;Rubén Peña;ESP;MFFW;Villarreal;La Liga;30;1991;7;1;132;1.5;0;2;1.33;66.7;0;0;11.5;0;0;0;25.3;34.7;73.1;386.7;180.7;15.3;16.7;92;8;12.7;63.2;2;4;50;0;1.33;0.67;2;1.33;2.67;34.7;33.3;1.33;0;0;7.33;0.67;2.67;0.67;0.67;0;0;23.3;4.67;6.67;5.33;26.7;1.33;0.67;0;25.3;0;2;0.67;0.67;5.33;3.33;0;0.67;0.67;0.67;0;0.67;0;0;0;0.67;0;0;2;1.33;1.33;0.67;0;0;0.67;0;0.67;24.7;8.67;35.1;10;8.67;6;2.67;0;0;2.67;4;6;1.33;0;56.7;2;11.3;26;23.3;4.67;55.3;2;6;33.3;2;0;38;242;145.3;8;2;0.67;2;2.67;45.3;36;79.4;8;0.67;0;0;6;2.67;0;2.67;1.33;0;0;0;7.33;2;3.33;37.5
2080;Philipp Pentke;GER;GK;Hoffenheim;Bundesliga;37;1985;1;1;90;1;0;0;0;0;0;0;0;0;0;0;32;40;80;702;377;12;12;100;14;14;100;6;14;42.9;0;0;0;0;0;0;40;32;8;0;0;5;1;0;0;0;0;0;26;0;14;3;31;1;0;5;32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;36;42;2;0;0;35;0;0;0;0;0;28;100;34;0;0;0;0;0;24;24;100;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
2081;Nicolas Pépé;CIV;FWMF;Arsenal;Premier League;27;1995;20;5;696;7.7;0.13;2.99;0.91;30.4;0.04;0.14;15.2;0.39;0;0;38.1;47.4;80.3;571.9;130.6;22.6;26;87;11.2;13.6;81.9;2.47;5.19;47.5;0.26;1.69;1.3;1.3;0.39;1.82;47.4;42.5;4.94;0.39;0.13;8.83;1.43;1.43;4.16;1.3;1.3;0.78;35.2;4.55;7.66;40.3;2.86;1.3;0.39;0.39;38.1;0.39;0.39;1.3;0.78;3.64;1.95;1.17;0.26;0.26;0;0;0.52;0.26;0;0;0.26;0;0;1.82;1.43;0.91;0.65;0.26;0.26;1.17;22.2;0.91;15.8;4.55;28.7;4.68;5.84;5.32;1.69;0.13;0;1.56;1.17;2.99;0.39;0.13;66.2;1.56;8.44;21;40.1;8.31;61;2.6;5.32;48.8;2.73;0.13;47.5;213.2;109;7.79;1.69;1.3;3.77;3.12;59.2;46.1;77.9;8.57;0;0;0;1.56;0.65;0.52;1.43;1.43;0;0;0;7.66;2.21;4.42;33.3
2082;Ricardo Pepi;USA;FWMF;Augsburg;Bundesliga;19;2003;11;4;477;5.3;0;1.51;0.75;50;0;0;12.6;0;0;0;13;20.4;63.9;207.4;39.2;6.23;8.87;70.2;4.72;7.92;59.5;1.32;1.7;77.8;0;1.13;0.19;0.57;0.19;1.13;20.4;19.4;0.94;0;0;5.47;0.38;1.13;0;0;0;0;11.3;5.28;3.77;2.08;13;2.83;0.38;0.38;13;0.19;0.19;2.45;0.75;1.51;1.51;0;0;0;0;0;0;0;0;0;0;0;0;0.94;0.75;0.38;0.38;0.19;0;0.57;0;0.57;26.2;6.6;25.2;2.83;10.4;13;1.89;0.19;0;1.7;0.75;1.7;1.32;0;32.5;1.7;4.72;14.2;15.3;5.09;31.5;0.75;0.94;80;0.75;0;17.5;73.2;27.9;1.13;0.57;0.38;3.21;1.51;40.2;20.9;52.1;5.28;0;0;0;0.19;0.94;0.57;1.13;0.75;0;0;0;4.72;1.89;4.34;30.3
2083;Alberto Perea;ESP;MF;Cádiz;La Liga;31;1990;18;8;777;8.6;0;1.98;0.35;17.6;0;0;21.4;0.12;0;0;30.9;41.7;74.1;541.4;202.9;15.8;17.7;89.5;12;15.6;76.9;3.02;6.98;43.3;0.12;1.28;3.37;1.4;0.7;5.7;41.7;38.5;3.26;0.7;0;6.05;1.28;4.07;1.05;0.81;0.12;0.12;26.9;6.28;8.6;6.51;32.7;0.93;1.51;0;30.9;0;0.81;1.51;1.16;3.14;1.98;0.47;0;0.12;0.35;0.23;0.23;0.12;0.12;0;0;0;0;1.74;1.28;0.7;0.58;0.47;0.47;1.86;25;1.4;18.5;6.74;36.5;5.93;8.02;4.53;1.28;0.12;0;1.16;2.09;3.84;0.58;0.12;58.6;1.28;6.74;28.5;27.9;1.98;55.6;3.49;6.05;57.7;3.84;1.05;47.2;233.1;129.1;7.56;1.63;0.7;2.21;2.91;47;40;85.1;3.37;0.23;0;0;1.16;2.44;0;4.07;1.28;0;0;0;8.26;0.12;1.16;9.1
2084;Victor Perea;ESP;DF;Espanyol;La Liga;22;2000;1;0;4;0;0;0;0;0;0;0;0;0;0;0;2;3;66.7;36;34;0;0;0;2;2;100;0;1;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2085;Mathias Pereira Lage;POR;DF;Angers;Ligue 1;25;1996;24;11;1040;11.6;0.34;1.72;0.52;30;0.2;0.67;18.1;0.17;0;0;32.9;45.4;72.5;529.3;200.2;15.8;19.6;80.6;14.5;19;76.4;1.64;4.66;35.2;0.17;0.78;1.98;0.43;0;3.19;45.4;36.3;9.14;0.52;0.09;3.53;0.69;1.64;0;0;0;0;25.3;11.2;8.88;5.17;28.6;1.98;8.53;0.34;32.9;0.17;0.69;2.07;1.72;1.9;1.29;0.09;0.17;0.09;0.17;0.09;0.43;0.17;0.09;0.09;0;0.09;0;1.98;1.03;0.86;0.86;0.26;0.69;3.1;22.2;2.41;22.3;6.12;27.4;9.57;9.4;3.36;2.59;0.69;0;1.9;2.5;4.48;2.41;0;60.1;2.93;14.6;30;18.8;1.98;51;0.95;1.9;50;1.21;0.26;33;151.8;90;4.4;1.64;0.26;1.21;1.21;37.3;32.4;86.8;3.88;0;0;0;2.16;1.38;0.09;1.64;1.03;0.09;0;0;7.93;1.21;2.59;31.8
